"Scenario","N","P","Rho","Model","Mean_RMSE","SD_RMSE","QRMSE_90","ERisk","TopOne"
"S2",35,30,0.2,"BART",2.71308211672168,0.22935834944309,2.99297852190537,0.92211211467291,0.006
"S2",35,30,0.2,"RF",2.72523440546492,0.143717383950215,2.91478749072506,0.934264403416156,0.008
"S2",35,30,0.2,"XGB",2.69583011898947,0.198426601215179,2.99126894530152,0.9048601169407,0.014
"S2",75,30,0.2,"OLS",2.29248295897419,0.1674134484971,2.51767382564989,0.485835567942122,0
"S2",75,30,0.2,"Ridge",2.16701533359164,0.120503651240102,2.31683441716527,0.360367942559576,0.002
"S2",75,30,0.2,"LASSO",1.94081403585996,0.101015096972604,2.0750802627235,0.134166644827894,0.836
"S2",75,30,0.2,"ENet",1.96821538943039,0.106589785555482,2.10570443173224,0.161567998398324,0.158
"S2",75,30,0.2,"BART",2.40133843294108,0.155275431132785,2.62073983384143,0.594691041909014,0.002
"S2",75,30,0.2,"RF",2.4763613810312,0.0977505777645504,2.59792208816543,0.669713989999131,0
"S2",75,30,0.2,"XGB",2.35310778085221,0.105824882353505,2.48324309473186,0.546460389820146,0.002
"S2",150,30,0.2,"OLS",1.96802541272044,0.0601483329575102,2.0544018736764,0.162478227002174,0.004
"S2",150,30,0.2,"Ridge",1.94919617419753,0.0559223521680237,2.017758127598,0.143648988479255,0
"S2",150,30,0.2,"LASSO",1.83925161321748,0.0427435328349693,1.89727756333168,0.033704427499209,0.844
"S2",150,30,0.2,"ENet",1.85228341143882,0.0440367347121571,1.9101718597656,0.0467362257205526,0.152
"S2",150,30,0.2,"BART",2.12137738594546,0.0925216201993648,2.24696134003762,0.315830200227192,0
"S2",150,30,0.2,"RF",2.29036637385344,0.0699989973754667,2.37287838785157,0.484819188135166,0
"S2",150,30,0.2,"XGB",2.09448007103645,0.063018391176518,2.17933889962335,0.288932885318181,0
"S2",500,30,0.2,"OLS",1.80457896763079,0.0208767349267895,1.83255939384631,0.00341792366992524,0.004
"S2",500,30,0.2,"Ridge",1.80646600761106,0.0206785965098416,1.83358804603135,0.00530496365019742,0
"S2",500,30,0.2,"LASSO",1.7718637466576,0.0173732699472441,1.79329132305171,-0.0292972973032692,0.84
"S2",500,30,0.2,"ENet",1.77638111060951,0.0181905953292544,1.80092704035662,-0.024779933351355,0.084
"S2",500,30,0.2,"BART",1.85840328644392,0.0388278426198044,1.90811493393007,0.0572422424830577,0
"S2",500,30,0.2,"RF",2.04251581555144,0.0370703736161226,2.090382695128,0.241354771590577,0
"S2",500,30,0.2,"XGB",1.80918803401851,0.0290931064534938,1.84567350227106,0.00802699005764095,0.072
"S2",35,30,0.6,"OLS",5.78882448389676,2.39659108016446,8.20252188778952,3.99020231051158,0
"S2",35,30,0.6,"Ridge",2.59211796869076,0.120515135567738,2.74357368294816,0.793495795305588,0.002
"S2",35,30,0.6,"LASSO",2.30120294810223,0.260037162226273,2.59729024805528,0.50258077471706,0.534
"S2",35,30,0.6,"ENet",2.30808313751346,0.221107749709519,2.57904393207826,0.509460964128282,0.282
"S2",35,30,0.6,"BART",2.4920254161928,0.167603425013977,2.69892650005243,0.693403242807623,0.03
"S2",35,30,0.6,"RF",2.41108178934158,0.134141467917026,2.57788363250859,0.612459615956402,0.094
"S2",35,30,0.6,"XGB",2.47730789527714,0.186348224918223,2.69584504933726,0.678685721891964,0.058
"S2",75,30,0.6,"OLS",2.44071744589296,0.179163062410447,2.67516963059527,0.641036830169102,0
"S2",75,30,0.6,"Ridge",2.20515669533381,0.0937789311174471,2.33460673626448,0.405476079609953,0.002
"S2",75,30,0.6,"LASSO",2.06125045725359,0.0881399452764473,2.1771234162619,0.261569841529734,0.662
"S2",75,30,0.6,"ENet",2.08024074272089,0.0931453745762429,2.19204900024273,0.280560126997028,0.234
"S2",75,30,0.6,"BART",2.27534760174573,0.124224993832954,2.44497404900498,0.475666986021874,0.018
"S2",75,30,0.6,"RF",2.22216786105967,0.0850082551322559,2.33563072564226,0.422487245335807,0.02
"S2",75,30,0.6,"XGB",2.20062728956671,0.10155911318644,2.32924189562551,0.400946673842854,0.064
"S2",150,30,0.6,"OLS",2.09066851165594,0.0701298515149967,2.18047681083653,0.288688571849014,0.004
"S2",150,30,0.6,"Ridge",2.04638730480653,0.0554128536323455,2.11984615669925,0.244407364999604,0
"S2",150,30,0.6,"LASSO",1.95392733585695,0.0501094117281248,2.0241077346235,0.151947396050023,0.648
"S2",150,30,0.6,"ENet",1.96396216436382,0.0527255860595686,2.03565841906077,0.161982224556896,0.138
"S2",150,30,0.6,"BART",2.07288247203322,0.0830262255845433,2.17366434426541,0.270902532226299,0.03
"S2",150,30,0.6,"RF",2.07953102703598,0.0579157648268962,2.15698587726354,0.277551087229058,0
"S2",150,30,0.6,"XGB",2.00253154071241,0.0593567889147019,2.08113378366034,0.200551600905489,0.18
"S2",500,30,0.6,"OLS",1.91862532232916,0.0250233077775452,1.95031325538327,0.116062862137972,0
"S2",500,30,0.6,"Ridge",1.92165796832561,0.0244678618123544,1.9533125557916,0.119095508134414,0
"S2",500,30,0.6,"LASSO",1.88447210799957,0.0221459301392883,1.9137865397915,0.0819096478083799,0
"S2",500,30,0.6,"ENet",1.88842765334145,0.0229373035295858,1.92007665255045,0.0858651931502607,0
"S2",500,30,0.6,"BART",1.83076777553809,0.0378601745601242,1.87946788901046,0.028205315346895,0.038
"S2",500,30,0.6,"RF",1.88772848551247,0.032036874024912,1.92783891168687,0.0851660253212736,0
"S2",500,30,0.6,"XGB",1.76342717233913,0.0284036014911021,1.80088091447948,-0.0391352878520584,0.962
"S2",35,30,0.85,"OLS",5.98721275395799,2.85012363790559,8.5008955009038,4.18634499602612,0
"S2",35,30,0.85,"Ridge",2.36876175639605,0.138722925727924,2.55198806048887,0.567893998464179,0
"S2",35,30,0.85,"LASSO",2.32888994082603,0.201523079859521,2.57182771662019,0.528022182894166,0.056
"S2",35,30,0.85,"ENet",2.31909978581599,0.194502514930747,2.54273562973993,0.518232027884117,0.036
"S2",35,30,0.85,"BART",2.239308282324,0.153910105346519,2.43442896534265,0.438440524392136,0.03
"S2",35,30,0.85,"RF",2.10242050241603,0.134864822168075,2.29260938115854,0.301552744484165,0.776
"S2",35,30,0.85,"XGB",2.22957506942781,0.151940960870475,2.41780303609294,0.428707311495937,0.102
"S2",75,30,0.85,"OLS",2.59561418799397,0.1982703581108,2.84845095373883,0.794215752117355,0
"S2",75,30,0.85,"Ridge",2.2046441983338,0.0698074036596026,2.29758970938243,0.40324576245719,0
"S2",75,30,0.85,"LASSO",2.15567148711152,0.0921199243011007,2.26725928378968,0.354273051234903,0.024
"S2",75,30,0.85,"ENet",2.16070808265639,0.0840288732603166,2.26276028807357,0.359309646779776,0.004
"S2",75,30,0.85,"BART",2.07534313596491,0.0931453291309814,2.19797032026589,0.273944700088298,0.014
"S2",75,30,0.85,"RF",1.95632206978892,0.0770689661906922,2.04983454844444,0.154923633912303,0.89
"S2",75,30,0.85,"XGB",2.0422310104023,0.0972217694609075,2.16112861178925,0.240832574525691,0.068
"S2",150,30,0.85,"OLS",2.22823127231635,0.0784448721636421,2.33304551835119,0.428829489872144,0
"S2",150,30,0.85,"Ridge",2.12881458365535,0.0516601592216279,2.18878312770149,0.329412801211149,0
"S2",150,30,0.85,"LASSO",2.076932450302,0.0526832162249391,2.13837010057735,0.277530667857793,0
"S2",150,30,0.85,"ENet",2.08210945540133,0.0506302776667227,2.14052499749595,0.282707672957127,0
"S2",150,30,0.85,"BART",1.94461288933088,0.0646006128896215,2.02439762780921,0.145211106886674,0.052
"S2",150,30,0.85,"RF",1.85834886769671,0.0448669293130843,1.91552340295072,0.0589470852525075,0.872
"S2",150,30,0.85,"XGB",1.90146893571982,0.0556147061276557,1.97423659083447,0.102067153275619,0.076
"S2",500,30,0.85,"OLS",2.04368210405088,0.0272536635743837,2.07918206066518,0.241525014960062,0
"S2",500,30,0.85,"Ridge",2.04255071455238,0.0235618230741904,2.07468972735164,0.240393625461558,0
"S2",500,30,0.85,"LASSO",2.0070438107554,0.0227586873621055,2.03873783999839,0.204886721664578,0
"S2",500,30,0.85,"ENet",2.01026906581594,0.0231742268654054,2.04213240026021,0.208111976725125,0
"S2",500,30,0.85,"BART",1.77477685972162,0.0321217824655336,1.81650005954194,-0.0273802293692009,0.008
"S2",500,30,0.85,"RF",1.72951441886929,0.0234826377697038,1.76058708749479,-0.0726426702215231,0.176
"S2",500,30,0.85,"XGB",1.71524637687977,0.0261155354551976,1.74853910193028,-0.0869107122110462,0.816
"S3",35,9,0.2,"OLS",1.62486872009444,0.14741769612252,1.81180982005297,0.250863957524062,0.186
"S3",35,9,0.2,"Ridge",1.61134294168303,0.141130844924581,1.79085784828906,0.237338179112648,0.128
"S3",35,9,0.2,"LASSO",1.58840675742308,0.139925089506763,1.7765275299015,0.214401994852696,0.386
"S3",35,9,0.2,"ENet",1.58542514688167,0.138234997926038,1.75095064347045,0.211420384311289,0.3
"S3",35,9,0.2,"BART",2.10266134827739,0.177539019820593,2.31408327149469,0.728656585707006,0
"S3",35,9,0.2,"RF",2.2707103556302,0.141690895109248,2.46264823105035,0.896705593059816,0
"S3",35,9,0.2,"XGB",2.20786883366885,0.185904950364728,2.44213615825567,0.83386407109847,0
"S3",75,9,0.2,"OLS",1.47595207450121,0.0606004333587693,1.55165504977592,0.103398878762614,0.192
"S3",75,9,0.2,"Ridge",1.47609406639996,0.061810950345457,1.54912659461866,0.10354087066136,0.09
"S3",75,9,0.2,"LASSO",1.4604267317535,0.0633422243337558,1.53326963598028,0.0878735360149062,0.494
"S3",75,9,0.2,"ENet",1.46280276931187,0.0623686410113185,1.53211825791517,0.0902495735732725,0.224
"S3",75,9,0.2,"BART",1.86112895255541,0.111909615635792,2.00166781615744,0.48857575681681,0
"S3",75,9,0.2,"RF",2.0457089780818,0.0918419849368479,2.15990917378017,0.673155782343197,0
"S3",75,9,0.2,"XGB",1.91727337263135,0.102907505755466,2.04350621888824,0.544720176892754,0
"S3",150,9,0.2,"OLS",1.42446706145236,0.0341746592712639,1.46503659398051,0.0502669854800496,0.252
"S3",150,9,0.2,"Ridge",1.43251016600686,0.0348487553198708,1.47507769193283,0.0583100900345481,0.06
"S3",150,9,0.2,"LASSO",1.41973049728555,0.0333180150891918,1.45870888013874,0.0455304213132445,0.48
"S3",150,9,0.2,"ENet",1.42114462527748,0.033209840235161,1.46277674867769,0.0469445493051711,0.208
"S3",150,9,0.2,"BART",1.70009351170621,0.0705865354178872,1.7900307160326,0.325893435733899,0
"S3",150,9,0.2,"RF",1.88515090259917,0.0656807816867026,1.96455709117676,0.51095082662686,0
"S3",150,9,0.2,"XGB",1.74064157466664,0.0568104210904242,1.81350916315528,0.366441498694336,0
"S3",500,9,0.2,"OLS",1.38709102871076,0.0225457357136099,1.41538427959928,0.0146924194602557,0.212
"S3",500,9,0.2,"Ridge",1.3989341196296,0.0242141999925072,1.43032754256022,0.026535510379094,0.01
"S3",500,9,0.2,"LASSO",1.38523651212149,0.0227529878549464,1.4145842071977,0.0128379028709868,0.562
"S3",500,9,0.2,"ENet",1.38594931530278,0.0226972531088409,1.41513454184523,0.0135507060522733,0.216
"S3",500,9,0.2,"BART",1.55414824540987,0.0365299324599346,1.59575620781267,0.181749636159366,0
"S3",500,9,0.2,"RF",1.68419267591158,0.0357732299697419,1.7339255390466,0.31179406666108,0
"S3",500,9,0.2,"XGB",1.55011664384934,0.0305722919096148,1.58693035145849,0.177718034598836,0
"S3",35,9,0.6,"OLS",1.62578081242298,0.195660028828237,1.81732287791054,0.251812675557872,0.182
"S3",35,9,0.6,"Ridge",1.59324508632873,0.128423402965064,1.76148795777604,0.219276949463618,0.204
"S3",35,9,0.6,"LASSO",1.58555882364989,0.147967057624154,1.76055562241925,0.211590686784782,0.378
"S3",35,9,0.6,"ENet",1.58588615086791,0.156074601188248,1.74617322175936,0.211918014002803,0.234
"S3",35,9,0.6,"BART",1.99721089154079,0.139052910493999,2.18159213014935,0.623242754675682,0
"S3",35,9,0.6,"RF",2.01717455002758,0.104629844753263,2.15720312838669,0.64320641316247,0.002
"S3",35,9,0.6,"XGB",2.07960966410861,0.176347497973063,2.27011888746142,0.705641527243503,0
"S3",75,9,0.6,"OLS",1.47707013359431,0.060461123216338,1.55929688885239,0.101560432873731,0.22
"S3",75,9,0.6,"Ridge",1.48332101854857,0.0572764203867575,1.55575287804882,0.107811317827985,0.09
"S3",75,9,0.6,"LASSO",1.46492137415031,0.0617238108827168,1.54243542979716,0.0894116734297248,0.452
"S3",75,9,0.6,"ENet",1.46601843209515,0.0606036904160751,1.54324754362766,0.0905087313745632,0.238
"S3",75,9,0.6,"BART",1.82265037674105,0.108312276169953,1.94881740979154,0.447140676020466,0
"S3",75,9,0.6,"RF",1.8572015941192,0.0690937744879684,1.94965183255185,0.481691893398618,0
"S3",75,9,0.6,"XGB",1.83852582073459,0.0949873639498294,1.9641581791254,0.463016120014007,0
"S3",150,9,0.6,"OLS",1.42303682938141,0.0315086588848774,1.45927164834715,0.0500742203710847,0.264
"S3",150,9,0.6,"Ridge",1.44037189744356,0.0340857815526066,1.48789281524679,0.0674092884332284,0.036
"S3",150,9,0.6,"LASSO",1.41745939235292,0.0335231078059332,1.45771052045642,0.0444967833425868,0.496
"S3",150,9,0.6,"ENet",1.41890986892191,0.0320359351033218,1.45745413073658,0.0459472599115808,0.204
"S3",150,9,0.6,"BART",1.68660043537845,0.0663530507471915,1.76324520138901,0.313637826368116,0
"S3",150,9,0.6,"RF",1.74220282284431,0.0499360573517693,1.80359520408833,0.369240213833977,0
"S3",150,9,0.6,"XGB",1.69786227982232,0.061853419595326,1.77245824888431,0.324899670811986,0
"S3",500,9,0.6,"OLS",1.38763359214238,0.0236718049182152,1.41646885907965,0.0142963024386677,0.2
"S3",500,9,0.6,"Ridge",1.41136623647502,0.0254483723236239,1.44222828438874,0.0380289467713087,0.002
"S3",500,9,0.6,"LASSO",1.38575986541488,0.0239100318964733,1.41417579185416,0.0124225757111697,0.57
"S3",500,9,0.6,"ENet",1.3862354018634,0.0236674978385886,1.41496033721884,0.0128981121596888,0.228
"S3",500,9,0.6,"BART",1.55453862531682,0.037907502349222,1.5969816759819,0.181201335613114,0
"S3",500,9,0.6,"RF",1.60310388636773,0.0293288084401761,1.64034378582991,0.229766596664024,0
"S3",500,9,0.6,"XGB",1.5349583804426,0.0310721623335099,1.57151258547179,0.161621090738889,0
"S3",35,9,0.85,"OLS",1.61919681437101,0.143591353336674,1.79155203207118,0.246021810512473,0.114
"S3",35,9,0.85,"Ridge",1.55933270127475,0.10049219866453,1.67341463508886,0.18615769741621,0.284
"S3",35,9,0.85,"LASSO",1.55501078230555,0.109951250086103,1.6739219772713,0.181835778447007,0.364
"S3",35,9,0.85,"ENet",1.55595583286208,0.110599798081098,1.68106307825997,0.182780829003544,0.232
"S3",35,9,0.85,"BART",1.85411530441262,0.103833306616234,1.98882074610913,0.480940300554077,0
"S3",35,9,0.85,"RF",1.78431184702589,0.0979314508354697,1.90688067232962,0.411136843167348,0.006
"S3",35,9,0.85,"XGB",1.94100759770307,0.18224267867748,2.13445959687378,0.567832593844532,0
"S3",75,9,0.85,"OLS",1.48074094621335,0.067194971615888,1.56035710097123,0.106538336248963,0.216
"S3",75,9,0.85,"Ridge",1.48419107790915,0.0548366393175172,1.55614225026127,0.109988467944769,0.122
"S3",75,9,0.85,"LASSO",1.46630800585729,0.0588252419181302,1.5441775494625,0.0921053958929037,0.382
"S3",75,9,0.85,"ENet",1.46653277693036,0.0590944361512003,1.53933896280648,0.0923301669659734,0.28
"S3",75,9,0.85,"BART",1.74921344027012,0.0916567420416532,1.86636111283517,0.375010830305732,0
"S3",75,9,0.85,"RF",1.67882427035695,0.0563294562572294,1.74754756124172,0.304621660392568,0
"S3",75,9,0.85,"XGB",1.7700119676403,0.09749307583557,1.90106139264681,0.395809357675919,0
"S3",150,9,0.85,"OLS",1.42431476428048,0.0321962694313711,1.46813267231922,0.0498021430720019,0.218
"S3",150,9,0.85,"Ridge",1.45004658444195,0.0321707777502832,1.49067205113674,0.0755339632334654,0.018
"S3",150,9,0.85,"LASSO",1.41832660735857,0.031741351893257,1.45993498900157,0.0438139861500893,0.446
"S3",150,9,0.85,"ENet",1.41871313152918,0.0318412505815394,1.45878439906313,0.0442005103206975,0.318
"S3",150,9,0.85,"BART",1.65581024156219,0.0721299674013417,1.73229040572619,0.281297620353711,0
"S3",150,9,0.85,"RF",1.60601423203817,0.0418148489147969,1.65653739114115,0.23150161082969,0
"S3",150,9,0.85,"XGB",1.65489203857812,0.0618868818434896,1.7316066044002,0.280379417369639,0
"S3",500,9,0.85,"OLS",1.38765513909493,0.0222853940283156,1.41494091574315,0.0140452864732842,0.238
"S3",500,9,0.85,"Ridge",1.42913300984795,0.0233207680674915,1.45841111077276,0.0555231572263014,0
"S3",500,9,0.85,"LASSO",1.38602555183699,0.0223932342447417,1.41354318382229,0.012415699215347,0.506
"S3",500,9,0.85,"ENet",1.38633478389348,0.0223048522586915,1.41406895480669,0.0127249312718334,0.256
"S3",500,9,0.85,"BART",1.54344194664679,0.0372547620875732,1.5882972136432,0.16983209402514,0
"S3",500,9,0.85,"RF",1.51675064119298,0.0262632902957532,1.54836471108555,0.143140788571332,0
"S3",500,9,0.85,"XGB",1.51750793249741,0.0325745540658727,1.55397972077402,0.143898079875763,0
"S3",35,30,0.2,"OLS",4.16752048759711,1.63730296950984,6.01436001616232,2.79303187162122,0
"S3",35,30,0.2,"Ridge",2.69750373312127,0.0949876971697235,2.81446649016954,1.32301511714538,0
"S3",35,30,0.2,"LASSO",1.76624688782944,0.243590219191998,2.06564199382365,0.391758271853545,0.738
"S3",35,30,0.2,"ENet",1.80558026073095,0.237230604927785,2.12010261016512,0.43109164475506,0.25
"S3",35,30,0.2,"BART",2.42743521728672,0.243246800395938,2.72088417198044,1.05294660131083,0.004
"S3",35,30,0.2,"RF",2.4750099848985,0.139481923690811,2.64908203403992,1.1005213689226,0
"S3",35,30,0.2,"XGB",2.38444541238877,0.198142305521718,2.61863055277493,1.00995679641288,0.008
"S3",75,30,0.2,"OLS",1.80187728056674,0.186962853305649,2.02886571274986,0.427354190333244,0.006
"S3",75,30,0.2,"Ridge",1.72148069581525,0.12570057117396,1.877975987769,0.346957605581748,0.006
"S3",75,30,0.2,"LASSO",1.52729951545537,0.0938972112289581,1.63472552676752,0.152776425221872,0.84
"S3",75,30,0.2,"ENet",1.54880345713312,0.0976689324160305,1.66420798052204,0.174280366899619,0.148
"S3",75,30,0.2,"BART",2.09171326594727,0.167619366253533,2.30516392104327,0.71719017571377,0
"S3",75,30,0.2,"RF",2.2165403443839,0.0999168418202385,2.33946761822638,0.8420172541504,0
"S3",75,30,0.2,"XGB",2.04532702489659,0.11353515352278,2.18657106681812,0.67080393466309,0
"S3",150,30,0.2,"OLS",1.54256828364139,0.075801782858428,1.61718765441023,0.169231345496184,0.012
"S3",150,30,0.2,"Ridge",1.53352971516384,0.0673993607396493,1.59603191477418,0.160192777018629,0
"S3",150,30,0.2,"LASSO",1.44620145642636,0.0596681907481919,1.49675374944752,0.0728645182811532,0.872
"S3",150,30,0.2,"ENet",1.45775423151565,0.0630512799598819,1.5092968696227,0.0844172933704469,0.116
"S3",150,30,0.2,"BART",1.81667173333499,0.119368648507322,1.92732258759683,0.443334795189781,0
"S3",150,30,0.2,"RF",2.03327753440193,0.0734097013340341,2.11415761503639,0.65994059625672,0
"S3",150,30,0.2,"XGB",1.81612240382933,0.160987310723123,1.89444008614357,0.442785465684126,0
"S3",500,30,0.2,"OLS",1.41781675737424,0.0255382611009129,1.45214857688401,0.0448009417711266,0.01
"S3",500,30,0.2,"Ridge",1.42699401637626,0.0257693330347533,1.45985145984764,0.0539782007731466,0
"S3",500,30,0.2,"LASSO",1.39332165401868,0.0226947045690694,1.42525518003541,0.0203058384155671,0.91
"S3",500,30,0.2,"ENet",1.39721719992348,0.0232501968126911,1.42749056813183,0.0242013843203601,0.08
"S3",500,30,0.2,"BART",1.60753954962727,0.0521152701206886,1.66231894953697,0.23452373402415,0
"S3",500,30,0.2,"RF",1.80169604932227,0.0371129043671584,1.8518148931908,0.428680233719159,0
"S3",500,30,0.2,"XGB",1.58173696742971,0.0336098746097599,1.62234650932314,0.208721151826592,0
"S3",35,30,0.6,"OLS",4.32385614213077,1.98032365512934,6.6252853719245,2.95023607207863,0
"S3",35,30,0.6,"Ridge",2.25645765316714,0.089689707838214,2.36900695518224,0.882837583115007,0.002
"S3",35,30,0.6,"LASSO",1.72461038189858,0.194163895678133,1.98078619335668,0.350990311846443,0.676
"S3",35,30,0.6,"ENet",1.7478832228862,0.193219487910883,2.00437807451468,0.374263152834067,0.306
"S3",35,30,0.6,"BART",2.19598436379934,0.1558101033556,2.40602301013148,0.822364293747203,0.002
"S3",35,30,0.6,"RF",2.13718197448481,0.111645622731492,2.27550101524753,0.763561904432672,0.01
"S3",35,30,0.6,"XGB",2.18757217804896,0.205464662785739,2.39784923454138,0.813952107996829,0.004
"S3",75,30,0.6,"OLS",1.78983871057555,0.146270226068915,1.97773003899245,0.416624422813987,0
"S3",75,30,0.6,"Ridge",1.66354509311891,0.0909599908359845,1.77641069923204,0.290330805357341,0
"S3",75,30,0.6,"LASSO",1.51709735908467,0.0812132984181614,1.62544177120405,0.143883071323106,0.808
"S3",75,30,0.6,"ENet",1.53308222611703,0.0832490417067286,1.64267365195257,0.159867938355467,0.192
"S3",75,30,0.6,"BART",2.00939607535937,0.132896023506474,2.16934462290226,0.636181787597805,0
"S3",75,30,0.6,"RF",1.96176654086154,0.0701352512732071,2.05139244787114,0.58855225309997,0
"S3",75,30,0.6,"XGB",1.92967191170093,0.0951468600627369,2.04573518665958,0.556457623939363,0
"S3",150,30,0.6,"OLS",1.5454866768517,0.0632009035061149,1.62488874339432,0.172519524219673,0.006
"S3",150,30,0.6,"Ridge",1.52669446344699,0.0537334787060243,1.59173113244663,0.153727310814959,0.002
"S3",150,30,0.6,"LASSO",1.44515117443237,0.0448192984789662,1.50129560036857,0.0721840218003393,0.842
"S3",150,30,0.6,"ENet",1.45502116897092,0.0472796457813415,1.51281733355638,0.0820540163388882,0.15
"S3",150,30,0.6,"BART",1.81678233091509,0.0997175980383522,1.9346998078521,0.443815178283062,0
"S3",150,30,0.6,"RF",1.84087749425617,0.0532316750656771,1.90622418795026,0.467910341624139,0
"S3",150,30,0.6,"XGB",1.76226310974371,0.0723691929906379,1.83893815411184,0.389295957111685,0
"S3",500,30,0.6,"OLS",1.41960522001618,0.0231034335122473,1.44758710584843,0.0442316094712251,0.004
"S3",500,30,0.6,"Ridge",1.43791372120322,0.0245022013445707,1.46760321422059,0.0625401106582618,0
"S3",500,30,0.6,"LASSO",1.39457581156733,0.0225158481773335,1.42325770546854,0.0192022010223712,0.898
"S3",500,30,0.6,"ENet",1.39788339852899,0.022729009992562,1.42566767182921,0.0225097879840378,0.098
"S3",500,30,0.6,"BART",1.61296462407327,0.0398744707687415,1.66640433785395,0.237591013528313,0
"S3",500,30,0.6,"RF",1.67884854498687,0.0298632617149032,1.71876312825893,0.303474934441909,0
"S3",500,30,0.6,"XGB",1.56342788331105,0.0288699230686738,1.60228299277922,0.188054272766097,0
"S3",35,30,0.85,"OLS",4.2165430557611,1.79113466428874,6.64555451947016,2.84391984916938,0
"S3",35,30,0.85,"Ridge",1.8612375463686,0.0948021502930726,1.98955627974187,0.488614339776886,0.032
"S3",35,30,0.85,"LASSO",1.64197144956194,0.153179751282498,1.83286229659525,0.269348242970221,0.55
"S3",35,30,0.85,"ENet",1.64248778721688,0.132043471946098,1.80383665521372,0.269864580625163,0.404
"S3",35,30,0.85,"BART",1.93517164801666,0.10467278345013,2.07427048227782,0.562548441424938,0
"S3",35,30,0.85,"RF",1.83305672542339,0.0965877979896927,1.93952801416768,0.460433518831672,0.014
"S3",35,30,0.85,"XGB",1.97271023098233,0.156114605699998,2.15747740229081,0.600087024390606,0
"S3",75,30,0.85,"OLS",1.80428822341127,0.171044922026609,2.01710826108799,0.42925218540633,0
"S3",75,30,0.85,"Ridge",1.5833914170231,0.062771706093204,1.66847158698541,0.208355379018164,0.024
"S3",75,30,0.85,"LASSO",1.51180756617598,0.0741020431768072,1.60171609301367,0.136771528171044,0.72
"S3",75,30,0.85,"ENet",1.52045521643357,0.0696030618062565,1.60459230077184,0.145419178428635,0.256
"S3",75,30,0.85,"BART",1.84518933794317,0.0970105587154751,1.95409454074752,0.470153299938231,0
"S3",75,30,0.85,"RF",1.7301483201005,0.0557032562596007,1.80856353407527,0.35511228209556,0
"S3",75,30,0.85,"XGB",1.81299895073209,0.0900338782702616,1.93325948589521,0.437962912727154,0
"S3",150,30,0.85,"OLS",1.54791587936017,0.0636936370395356,1.62218096973287,0.174490287077979,0.002
"S3",150,30,0.85,"Ridge",1.50628733849889,0.0418214404516392,1.5571825974368,0.132861746216699,0.002
"S3",150,30,0.85,"LASSO",1.4458338886204,0.0411702285463578,1.49697304168813,0.0724082963382047,0.802
"S3",150,30,0.85,"ENet",1.45198200676742,0.0410546135163787,1.5032696691712,0.0785564144852216,0.194
"S3",150,30,0.85,"BART",1.74648871359611,0.0904390545068977,1.84371864473765,0.373063121313915,0
"S3",150,30,0.85,"RF",1.65740879962082,0.0450337875079821,1.70947334222363,0.283983207338628,0
"S3",150,30,0.85,"XGB",1.69947672467373,0.0795568261927243,1.76734214795667,0.326051132391536,0
"S3",500,30,0.85,"OLS",1.41880292045709,0.0286408437920776,1.45026009141584,0.0443725371198345,0.008
"S3",500,30,0.85,"Ridge",1.44812650521443,0.0289478555869419,1.48056216096459,0.0736961218771725,0
"S3",500,30,0.85,"LASSO",1.39432225624721,0.0279569476966723,1.42467430858548,0.0198918729099557,0.846
"S3",500,30,0.85,"ENet",1.39695434116889,0.0279355457047735,1.42740071440675,0.0225239578316372,0.146
"S3",500,30,0.85,"BART",1.59538214053832,0.0512835979809014,1.65011940068743,0.220951757201062,0
"S3",500,30,0.85,"RF",1.55282632719696,0.0299329285364673,1.58791079748375,0.17839594385971,0
"S3",500,30,0.85,"XGB",1.54134024198628,0.03855550535129,1.5837145712599,0.166909858649029,0
