"Scenario","N","P","Rho","Model","Mean_RMSE","SD_RMSE","QRMSE_90","ERisk","TopOne"
"S1",150,9,0.2,"ENet",1.5484707322584,0.0266099793782539,1.58049616074585,0.0485664138869641,0.202
"S1",150,9,0.2,"BART",1.81318464139617,0.0573943875597008,1.88640703678343,0.313280323024735,0
"S1",150,9,0.2,"RF",1.98145014794555,0.0583690317460982,2.05607267297854,0.481545829574116,0
"S1",150,9,0.2,"XGB",1.85716481278197,0.0485847294739897,1.9188308382178,0.357260494410535,0
"S1",500,9,0.2,"OLS",1.51531533010783,0.0123864819879495,1.53064408966366,0.0156214925211055,0.252
"S1",500,9,0.2,"Ridge",1.52559481546665,0.0148105386769514,1.54339255903808,0.0259009778799191,0.02
"S1",500,9,0.2,"LASSO",1.51361836619386,0.0124471027384866,1.52892073165692,0.0139245286071307,0.524
"S1",500,9,0.2,"ENet",1.51405764176947,0.0124057373875802,1.52915509871571,0.01436380418274,0.204
"S1",500,9,0.2,"BART",1.67176267887684,0.0247682820427724,1.7022777600609,0.172068841290116,0
"S1",500,9,0.2,"RF",1.79210651485667,0.029597123647866,1.83205979989776,0.292412677269944,0
"S1",500,9,0.2,"XGB",1.67418261045577,0.0217380337548066,1.70277991649903,0.174488772869038,0
"S1",35,9,0.6,"OLS",1.78175296678423,0.132413635217961,1.96415543080471,0.281332095996129,0.178
"S1",35,9,0.6,"Ridge",1.7419192603229,0.114629776563885,1.8975870358444,0.241498389534798,0.204
"S1",35,9,0.6,"LASSO",1.73568994829964,0.128336877336209,1.89781303625821,0.235269077511538,0.394
"S1",35,9,0.6,"ENet",1.73428805690014,0.120747961549973,1.90029379168704,0.233867186112036,0.224
"S1",35,9,0.6,"BART",2.10640135233184,0.122194708623285,2.26060748425031,0.605980481543735,0
"S1",35,9,0.6,"RF",2.11953102416289,0.0997088946886951,2.25332692863856,0.619110153374783,0
"S1",35,9,0.6,"XGB",2.2096539350619,0.141120057270588,2.37865193975215,0.709233064273795,0
"S1",75,9,0.6,"OLS",1.61120348502796,0.0517668645543524,1.67539549661812,0.110459391303625,0.226
"S1",75,9,0.6,"Ridge",1.61279907112278,0.053768132765337,1.67816542456231,0.112054977398448,0.09
"S1",75,9,0.6,"LASSO",1.59709142657488,0.0557308631655508,1.67100121036682,0.096347332850543,0.444
"S1",75,9,0.6,"ENet",1.59956943125559,0.0542117413013938,1.66673884626135,0.098825337531255,0.24
"S1",75,9,0.6,"BART",1.93507162351287,0.0879456419845925,2.04886072649649,0.434327529788536,0
"S1",75,9,0.6,"RF",1.96294046450129,0.0717989313245357,2.05738885827989,0.462196370776957,0
"S1",75,9,0.6,"XGB",1.97502978373281,0.0813143426366692,2.08349278359652,0.474285690008475,0
"S1",150,9,0.6,"OLS",1.55120870334594,0.0265600122230939,1.58634868235178,0.0520348648816512,0.228
"S1",150,9,0.6,"Ridge",1.56486456328519,0.030102766928357,1.60439350177829,0.0656907248209084,0.048
"S1",150,9,0.6,"LASSO",1.54556726713173,0.0267290441509159,1.57852378355165,0.0463934286674455,0.464
"S1",150,9,0.6,"ENet",1.54679096656175,0.0272651893543232,1.58016793742814,0.0476171280974675,0.26
"S1",150,9,0.6,"BART",1.80123693066743,0.0515616586784026,1.86535340168848,0.302063092203148,0
"S1",150,9,0.6,"RF",1.85365903886246,0.0436040555362045,1.91071527330115,0.35448520039818,0
"S1",150,9,0.6,"XGB",1.82689524542335,0.0469042366318014,1.88482747120011,0.327721406959069,0
"S1",500,9,0.6,"OLS",1.51505659530135,0.0131721020119773,1.5316540075272,0.0149246534277893,0.278
"S1",500,9,0.6,"Ridge",1.53673522321573,0.0165034345905475,1.55832579875265,0.0366032813421683,0
"S1",500,9,0.6,"LASSO",1.51347157706167,0.0129402272041083,1.52993571914728,0.0133396351881055,0.536
"S1",500,9,0.6,"ENet",1.51407013750164,0.0131361189514838,1.53073630212493,0.0139381956280771,0.186
"S1",500,9,0.6,"BART",1.66715954541654,0.0232665436724717,1.69736136612034,0.16702760354298,0
"S1",500,9,0.6,"RF",1.71998730092658,0.0226275912669157,1.75025200531225,0.219855359053018,0
"S1",500,9,0.6,"XGB",1.65952570353752,0.0203518980965074,1.68540447322799,0.159393761663956,0
"S1",35,9,0.85,"OLS",1.79078381064389,0.146109943152451,1.9717924735439,0.290861684562674,0.098
"S1",35,9,0.85,"Ridge",1.69223384454746,0.0800073083792138,1.79533266510524,0.192311718466245,0.37
"S1",35,9,0.85,"LASSO",1.70476897524066,0.111062023253548,1.8379459530152,0.204846849159445,0.312
"S1",35,9,0.85,"ENet",1.70052637324379,0.104866394547175,1.82995214914336,0.200604247162572,0.218
"S1",35,9,0.85,"BART",1.97695738221046,0.100108311884999,2.10347168499028,0.47703525612924,0
"S1",35,9,0.85,"RF",1.90819481040462,0.0919271120127194,2.01122261733802,0.408272684323401,0.002
"S1",35,9,0.85,"XGB",2.08649206593135,0.136413840581432,2.28158821559878,0.586569939850132,0
"S1",75,9,0.85,"OLS",1.60881101797819,0.0514963732044164,1.67837819225092,0.107817737991619,0.22
"S1",75,9,0.85,"Ridge",1.60383232511435,0.0445427577259266,1.65884527422015,0.102839045127782,0.162
"S1",75,9,0.85,"LASSO",1.59418977660677,0.0492091368779316,1.66023247227107,0.0931964966202023,0.358
"S1",75,9,0.85,"ENet",1.5951589383155,0.0488112109871074,1.66317198674553,0.0941656583289324,0.26
"S1",75,9,0.85,"BART",1.85184358824323,0.064662666221231,1.9422817637653,0.350850308256665,0
"S1",75,9,0.85,"RF",1.797481839779,0.0472665779858993,1.85897201537581,0.296488559792437,0
"S1",75,9,0.85,"XGB",1.90552055871918,0.0723960843661336,2.00016301166657,0.40452727873261,0
"S1",150,9,0.85,"OLS",1.55351012328639,0.0269439993737295,1.58968571849609,0.0534345677898776,0.238
"S1",150,9,0.85,"Ridge",1.57195409295709,0.028281484809914,1.6101521004663,0.0718785374605697,0.042
"S1",150,9,0.85,"LASSO",1.54751814818305,0.0289289723274426,1.5889452966466,0.0474425926865357,0.418
"S1",150,9,0.85,"ENet",1.54827259794482,0.0285190039728705,1.59078854736196,0.0481970424483042,0.302
"S1",150,9,0.85,"BART",1.75856794821915,0.0480301945727427,1.82026956125166,0.258492392722639,0
"S1",150,9,0.85,"RF",1.72350087748097,0.0319198674741999,1.76379844403891,0.223425321984451,0
"S1",150,9,0.85,"XGB",1.78508389428392,0.0447767678079366,1.84385835878126,0.285008338787407,0
"S1",500,9,0.85,"OLS",1.51524971011339,0.0126643939540015,1.53133778750014,0.0153027220705528,0.238
"S1",500,9,0.85,"Ridge",1.55065480820023,0.0165046355473781,1.57185424434914,0.0507078201573967,0.002
"S1",500,9,0.85,"LASSO",1.51331461002999,0.0127801490217273,1.53057963790743,0.0133676219871559,0.484
"S1",500,9,0.85,"ENet",1.51361953175951,0.0127874389204923,1.53039401049972,0.0136725437166734,0.276
"S1",500,9,0.85,"BART",1.64973529213069,0.0224831946388994,1.68009505694344,0.149788304087854,0
"S1",500,9,0.85,"RF",1.6380949703722,0.0179527035189228,1.66090368187127,0.138147982329359,0
"S1",500,9,0.85,"XGB",1.63783783213061,0.0190158610507653,1.66240518915906,0.137890844087776,0
"S1",35,30,0.2,"OLS",4.69982693726199,2.0866875102936,6.84361130664496,3.1993873162117,0
"S1",35,30,0.2,"Ridge",2.76363254943907,0.0977613752913284,2.880323240549,1.26319292838878,0
"S1",35,30,0.2,"LASSO",1.93321227489326,0.217318510820195,2.23072398392454,0.432772653842971,0.722
"S1",35,30,0.2,"ENet",1.97885213938084,0.232454033310216,2.27823075969331,0.478412518330543,0.268
"S1",35,30,0.2,"BART",2.53818868467668,0.214808505564004,2.81254444215219,1.03774906362638,0.006
"S1",35,30,0.2,"RF",2.56856792516414,0.158016763093319,2.77308178952723,1.06812830411385,0.002
"S1",35,30,0.2,"XGB",2.52230957749651,0.192162594888204,2.77558501619952,1.02186995644622,0.002
"S1",75,30,0.2,"OLS",1.95771695125396,0.14568365913944,2.14539658542363,0.458918479687993,0.002
"S1",75,30,0.2,"Ridge",1.86980899490644,0.109573643441635,2.01504441938673,0.371010523340469,0
"S1",75,30,0.2,"LASSO",1.66372167898027,0.0829109821539417,1.76690998470956,0.164923207414306,0.82
"S1",75,30,0.2,"ENet",1.68635831542488,0.0828107511271048,1.79299366449645,0.187559843858907,0.178
"S1",75,30,0.2,"BART",2.1950120915432,0.14706890898965,2.38098477645072,0.696213619977227,0
"S1",75,30,0.2,"RF",2.31292813071017,0.10339653934012,2.44728681271639,0.814129659144206,0
"S1",75,30,0.2,"XGB",2.15725893680396,0.0999636046899422,2.30039719749864,0.658460465237991,0
"S1",150,30,0.2,"OLS",1.68257051226385,0.0514874411302356,1.75069329032667,0.182623602186033,0.01
"S1",150,30,0.2,"Ridge",1.67123058006528,0.0477428531630827,1.73397056011986,0.171283669987461,0
"S1",150,30,0.2,"LASSO",1.57747007845184,0.0363478990083832,1.62470111781754,0.077523168374018,0.876
"S1",150,30,0.2,"ENet",1.58964750285039,0.0388939500367574,1.63778481020201,0.0897005927725694,0.114
"S1",150,30,0.2,"BART",1.93876952137295,0.0790777284342822,2.03553074757546,0.438822611295125,0
"S1",150,30,0.2,"RF",2.13510562020412,0.0660759232119692,2.22134043168293,0.635158710126296,0
